FlightID,FlightNumber,DepartureAirportID,ArrivalAirportID,DepartureTime,ArrivalTime,AircraftID
3491,FN3490,3,34,2024-01-30 10:59:45,2024-01-30 13:59:45,30
3492,FN3491,21,3,2023-08-12 02:28:41,2023-08-12 06:28:41,1
3493,FN3492,72,3,2024-06-11 07:23:33,2024-06-11 17:23:33,48
3494,FN3493,5,1,2024-02-20 06:31:26,2024-02-20 13:31:26,20
3495,FN3494,5,14,2024-05-29 17:54:42,2024-05-30 03:54:42,40
3496,FN3495,98,93,2023-08-10 07:00:56,2023-08-10 12:00:56,23
3497,FN3496,6,41,2024-01-07 01:20:43,2024-01-07 08:20:43,42
3498,FN3497,94,29,2024-06-10 02:06:06,2024-06-10 12:06:06,26
3499,FN3498,35,66,2023-08-06 22:28:05,2023-08-07 02:28:05,44
3500,FN3499,33,19,2024-05-31 01:38:08,2024-05-31 06:38:08,27
3501,FN3500,91,6,2024-04-16 13:32:21,2024-04-16 23:32:21,29
3502,FN3501,13,18,2024-03-01 15:08:45,2024-03-01 22:08:45,8
3503,FN3502,23,36,2024-02-22 18:26:50,2024-02-22 21:26:50,20
3504,FN3503,37,53,2024-04-20 11:24:12,2024-04-20 13:24:12,13
3505,FN3504,16,10,2024-06-22 10:21:03,2024-06-22 19:21:03,49
3506,FN3505,15,73,2023-09-11 07:02:30,2023-09-11 12:02:30,38
3507,FN3506,56,77,2024-05-01 05:09:20,2024-05-01 08:09:20,30
3508,FN3507,9,17,2024-06-23 20:18:43,2024-06-24 00:18:43,32
3509,FN3508,65,86,2024-06-19 16:12:24,2024-06-19 23:12:24,12
3510,FN3509,82,40,2024-01-05 05:41:54,2024-01-05 06:41:54,38
3511,FN3510,14,44,2024-04-11 22:00:05,2024-04-12 05:00:05,43
3512,FN3511,40,13,2024-03-01 23:09:33,2024-03-02 01:09:33,48
3513,FN3512,32,89,2024-05-07 07:21:32,2024-05-07 09:21:32,6
3514,FN3513,65,15,2023-12-29 01:10:56,2023-12-29 11:10:56,23
3515,FN3514,42,31,2023-08-11 19:54:52,2023-08-12 02:54:52,8
3516,FN3515,59,47,2023-11-02 21:21:25,2023-11-03 07:21:25,13
3517,FN3516,33,38,2023-08-23 06:03:12,2023-08-23 07:03:12,33
3518,FN3517,46,51,2023-12-12 23:47:25,2023-12-13 07:47:25,6
3519,FN3518,30,99,2024-03-07 11:48:36,2024-03-07 20:48:36,23
3520,FN3519,32,78,2023-10-29 09:57:28,2023-10-29 11:57:28,21
3521,FN3520,45,72,2024-01-18 04:21:01,2024-01-18 09:21:01,4
3522,FN3521,29,28,2024-05-21 17:05:52,2024-05-22 03:05:52,44
3523,FN3522,79,42,2024-01-09 04:31:22,2024-01-09 05:31:22,29
3524,FN3523,66,55,2024-01-19 18:25:17,2024-01-20 01:25:17,27
3525,FN3524,48,15,2023-08-20 15:58:02,2023-08-21 01:58:02,36
3526,FN3525,57,1,2024-01-14 18:27:33,2024-01-15 04:27:33,37
3527,FN3526,7,75,2024-03-26 11:44:07,2024-03-26 21:44:07,3
3528,FN3527,73,27,2023-11-15 16:38:28,2023-11-15 18:38:28,34
3529,FN3528,54,2,2023-06-29 10:47:51,2023-06-29 17:47:51,2
3530,FN3529,89,72,2023-08-31 06:57:34,2023-08-31 14:57:34,38
3531,FN3530,64,65,2024-03-03 05:19:34,2024-03-03 10:19:34,35
3532,FN3531,26,57,2024-01-23 14:24:53,2024-01-23 15:24:53,23
3533,FN3532,58,27,2024-03-22 08:21:50,2024-03-22 11:21:50,49
3534,FN3533,49,13,2024-01-23 02:53:24,2024-01-23 09:53:24,46
3535,FN3534,88,98,2024-04-11 17:16:24,2024-04-12 02:16:24,37
3536,FN3535,31,99,2023-11-08 16:55:02,2023-11-08 17:55:02,14
3537,FN3536,32,61,2023-06-27 22:41:03,2023-06-27 23:41:03,1
3538,FN3537,80,92,2023-07-07 14:38:12,2023-07-07 19:38:12,41
3539,FN3538,60,64,2024-06-23 18:42:44,2024-06-24 01:42:44,17
3540,FN3539,22,49,2024-04-17 12:56:46,2024-04-17 15:56:46,24
3541,FN3540,87,84,2023-11-18 09:59:01,2023-11-18 12:59:01,23
3542,FN3541,82,35,2024-05-26 03:15:14,2024-05-26 05:15:14,33
3543,FN3542,7,76,2023-09-17 00:25:26,2023-09-17 08:25:26,33
3544,FN3543,39,55,2024-02-13 05:50:30,2024-02-13 13:50:30,8
3545,FN3544,14,41,2023-08-25 05:27:44,2023-08-25 15:27:44,20
3546,FN3545,78,33,2023-10-15 01:45:08,2023-10-15 03:45:08,1
3547,FN3546,74,27,2024-01-08 12:23:28,2024-01-08 21:23:28,21
3548,FN3547,79,89,2024-01-07 12:34:52,2024-01-07 21:34:52,11
3549,FN3548,83,39,2024-01-11 23:06:34,2024-01-12 01:06:34,33
3550,FN3549,13,10,2024-02-21 01:14:17,2024-02-21 11:14:17,27
3551,FN3550,97,23,2023-09-13 17:43:18,2023-09-14 03:43:18,7
3552,FN3551,67,90,2024-03-06 15:14:38,2024-03-06 21:14:38,16
3553,FN3552,69,11,2023-12-10 05:43:12,2023-12-10 10:43:12,32
3554,FN3553,64,45,2023-09-04 11:05:17,2023-09-04 17:05:17,47
3555,FN3554,43,65,2024-02-11 08:14:41,2024-02-11 11:14:41,21
3556,FN3555,62,15,2023-08-29 02:19:27,2023-08-29 12:19:27,14
3557,FN3556,69,62,2024-03-11 02:28:11,2024-03-11 07:28:11,41
3558,FN3557,32,95,2024-01-03 19:45:07,2024-01-03 20:45:07,40
3559,FN3558,98,90,2024-05-08 12:14:27,2024-05-08 14:14:27,42
3560,FN3559,48,67,2024-02-09 09:07:20,2024-02-09 19:07:20,48
3561,FN3560,16,22,2024-03-23 11:46:08,2024-03-23 21:46:08,36
3562,FN3561,80,49,2023-07-01 17:29:55,2023-07-01 19:29:55,24
3563,FN3562,87,75,2023-09-25 22:08:40,2023-09-25 23:08:40,14
3564,FN3563,98,57,2024-03-04 03:03:11,2024-03-04 06:03:11,11
3565,FN3564,85,61,2023-11-13 20:34:41,2023-11-14 05:34:41,39
3566,FN3565,60,12,2024-05-18 11:30:42,2024-05-18 13:30:42,5
3567,FN3566,59,73,2024-03-08 17:27:34,2024-03-08 21:27:34,2
3568,FN3567,95,17,2024-05-16 13:11:23,2024-05-16 20:11:23,3
3569,FN3568,23,89,2023-09-07 19:24:51,2023-09-07 20:24:51,14
3570,FN3569,80,72,2024-05-17 10:31:59,2024-05-17 16:31:59,25
3571,FN3570,76,89,2024-01-06 05:53:35,2024-01-06 09:53:35,18
3572,FN3571,5,91,2024-04-21 01:20:32,2024-04-21 06:20:32,2
3573,FN3572,51,88,2023-10-14 19:40:12,2023-10-15 02:40:12,16
3574,FN3573,24,96,2023-09-06 22:20:32,2023-09-07 00:20:32,15
3575,FN3574,67,94,2024-01-07 13:17:51,2024-01-07 15:17:51,21
3576,FN3575,37,63,2023-12-22 06:42:04,2023-12-22 10:42:04,35
3577,FN3576,14,36,2023-09-06 20:03:21,2023-09-07 04:03:21,34
3578,FN3577,75,45,2023-11-16 12:09:50,2023-11-16 21:09:50,17
3579,FN3578,1,4,2023-07-09 17:54:37,2023-07-10 02:54:37,10
3580,FN3579,16,5,2024-03-25 19:30:58,2024-03-25 23:30:58,16
3581,FN3580,16,61,2023-10-13 02:32:03,2023-10-13 09:32:03,39
3582,FN3581,94,30,2024-04-22 18:48:21,2024-04-23 01:48:21,40
3583,FN3582,24,13,2024-05-22 01:13:42,2024-05-22 08:13:42,28
3584,FN3583,82,20,2024-01-26 20:24:56,2024-01-27 06:24:56,12
3585,FN3584,26,38,2024-06-03 19:00:44,2024-06-04 00:00:44,18
3586,FN3585,31,81,2024-04-26 17:44:17,2024-04-26 23:44:17,20
3587,FN3586,78,11,2024-06-20 05:28:47,2024-06-20 06:28:47,20
3588,FN3587,24,64,2024-06-09 23:54:37,2024-06-10 02:54:37,49
3589,FN3588,16,68,2023-07-11 00:37:52,2023-07-11 06:37:52,14
3590,FN3589,56,90,2024-05-02 21:49:13,2024-05-02 22:49:13,18
3591,FN3590,79,85,2024-06-23 01:55:00,2024-06-23 02:55:00,7
3592,FN3591,94,75,2024-06-04 18:47:17,2024-06-05 04:47:17,22
3593,FN3592,92,95,2023-08-28 10:37:00,2023-08-28 20:37:00,19
3594,FN3593,12,39,2024-04-20 23:59:43,2024-04-21 06:59:43,7
3595,FN3594,51,77,2024-01-10 15:33:49,2024-01-11 00:33:49,24
3596,FN3595,91,89,2023-12-10 18:58:41,2023-12-10 21:58:41,29
3597,FN3596,83,12,2023-07-01 04:17:00,2023-07-01 09:17:00,48
3598,FN3597,21,73,2024-04-09 00:57:42,2024-04-09 10:57:42,37
3599,FN3598,15,35,2023-09-14 05:55:53,2023-09-14 08:55:53,24
3600,FN3599,39,99,2023-11-05 00:13:36,2023-11-05 07:13:36,20
3601,FN3600,19,9,2023-09-20 00:00:16,2023-09-20 03:00:16,40
3602,FN3601,86,61,2024-03-31 06:31:24,2024-03-31 14:31:24,42
3603,FN3602,99,55,2023-08-04 19:00:38,2023-08-05 03:00:38,31
3604,FN3603,25,76,2024-01-26 19:34:03,2024-01-26 22:34:03,44
3605,FN3604,87,2,2023-08-03 14:40:58,2023-08-03 21:40:58,41
3606,FN3605,45,43,2023-10-04 10:22:18,2023-10-04 11:22:18,23
3607,FN3606,82,3,2023-07-02 04:21:18,2023-07-02 14:21:18,40
3608,FN3607,36,79,2023-10-25 17:29:59,2023-10-26 03:29:59,18
3609,FN3608,88,20,2023-11-15 00:44:19,2023-11-15 06:44:19,3
3610,FN3609,79,37,2023-12-04 04:46:51,2023-12-04 11:46:51,41
3611,FN3610,84,29,2023-11-11 19:21:09,2023-11-11 21:21:09,41
3612,FN3611,28,11,2024-02-27 19:12:43,2024-02-28 05:12:43,41
3613,FN3612,14,96,2024-06-12 17:45:37,2024-06-12 19:45:37,14
3614,FN3613,94,76,2023-06-30 23:41:12,2023-07-01 07:41:12,46
3615,FN3614,92,82,2023-10-02 23:11:04,2023-10-03 01:11:04,2
3616,FN3615,83,74,2024-01-19 12:31:58,2024-01-19 21:31:58,12
3617,FN3616,3,86,2023-12-26 22:55:54,2023-12-27 08:55:54,7
3618,FN3617,57,28,2024-05-21 02:31:58,2024-05-21 03:31:58,20
3619,FN3618,96,67,2023-07-27 11:04:12,2023-07-27 16:04:12,10
3620,FN3619,11,53,2023-12-01 08:30:40,2023-12-01 09:30:40,16
3621,FN3620,85,6,2023-12-17 20:44:49,2023-12-17 22:44:49,41
3622,FN3621,51,24,2023-08-24 16:51:10,2023-08-24 22:51:10,15
3623,FN3622,38,43,2024-02-22 23:25:54,2024-02-23 06:25:54,3
3624,FN3623,21,3,2024-04-10 22:28:57,2024-04-11 02:28:57,14
3625,FN3624,46,23,2024-01-30 15:39:28,2024-01-30 16:39:28,16
3626,FN3625,20,6,2024-05-20 01:35:34,2024-05-20 11:35:34,19
3627,FN3626,58,4,2023-09-29 06:06:57,2023-09-29 10:06:57,31
3628,FN3627,51,40,2023-12-20 02:20:00,2023-12-20 11:20:00,35
3629,FN3628,80,27,2024-06-10 05:03:40,2024-06-10 07:03:40,29
3630,FN3629,60,2,2023-12-22 21:43:00,2023-12-23 02:43:00,15
3631,FN3630,18,10,2023-08-02 20:15:13,2023-08-03 01:15:13,18
3632,FN3631,24,55,2024-06-03 10:19:01,2024-06-03 11:19:01,49
3633,FN3632,95,90,2023-08-20 02:14:20,2023-08-20 09:14:20,23
3634,FN3633,43,97,2023-08-04 16:01:43,2023-08-04 18:01:43,31
3635,FN3634,76,54,2024-05-28 00:02:09,2024-05-28 10:02:09,34
3636,FN3635,92,71,2023-12-16 03:14:15,2023-12-16 13:14:15,30
3637,FN3636,23,87,2023-08-16 22:59:59,2023-08-16 23:59:59,40
3638,FN3637,75,94,2023-09-02 00:44:23,2023-09-02 07:44:23,17
3639,FN3638,5,68,2023-06-30 22:19:27,2023-07-01 08:19:27,4
3640,FN3639,50,11,2024-05-10 10:36:45,2024-05-10 13:36:45,27
3641,FN3640,94,10,2023-11-30 17:25:27,2023-11-30 20:25:27,37
3642,FN3641,67,92,2024-06-10 22:23:58,2024-06-11 06:23:58,31
3643,FN3642,67,25,2024-02-29 09:15:02,2024-02-29 14:15:02,45
3644,FN3643,12,17,2023-09-20 03:00:01,2023-09-20 04:00:01,5
3645,FN3644,92,99,2023-12-26 11:37:49,2023-12-26 21:37:49,48
3646,FN3645,84,63,2023-09-12 22:29:47,2023-09-13 01:29:47,20
3647,FN3646,79,82,2024-01-22 07:24:07,2024-01-22 09:24:07,40
3648,FN3647,91,90,2023-10-09 13:50:56,2023-10-09 15:50:56,46
3649,FN3648,57,42,2023-11-04 07:35:09,2023-11-04 12:35:09,39
3650,FN3649,81,20,2024-06-02 02:13:19,2024-06-02 05:13:19,44
3651,FN3650,40,86,2023-11-15 00:09:06,2023-11-15 02:09:06,47
3652,FN3651,78,27,2023-10-27 18:00:56,2023-10-27 22:00:56,50
3653,FN3652,57,83,2024-05-01 02:06:54,2024-05-01 08:06:54,28
3654,FN3653,90,67,2023-10-23 13:17:44,2023-10-23 17:17:44,8
3655,FN3654,83,50,2024-04-06 13:18:14,2024-04-06 19:18:14,48
3656,FN3655,51,11,2023-07-05 14:43:30,2023-07-05 23:43:30,33
3657,FN3656,2,29,2024-01-04 12:34:07,2024-01-04 15:34:07,20
3658,FN3657,59,89,2023-11-22 23:26:33,2023-11-23 04:26:33,32
3659,FN3658,89,88,2024-05-20 23:59:32,2024-05-21 06:59:32,48
3660,FN3659,24,63,2023-10-09 16:40:10,2023-10-10 01:40:10,30
3661,FN3660,50,32,2023-10-26 16:43:26,2023-10-26 17:43:26,16
3662,FN3661,90,18,2024-04-01 08:28:54,2024-04-01 15:28:54,14
3663,FN3662,9,47,2024-01-22 00:30:45,2024-01-22 05:30:45,50
3664,FN3663,88,94,2024-03-10 10:20:47,2024-03-10 13:20:47,50
3665,FN3664,27,94,2023-09-04 19:41:11,2023-09-04 23:41:11,39
3666,FN3665,45,36,2024-01-15 17:54:32,2024-01-16 01:54:32,40
3667,FN3666,15,50,2023-11-10 15:12:05,2023-11-10 20:12:05,28
3668,FN3667,31,62,2023-11-23 04:50:41,2023-11-23 05:50:41,14
3669,FN3668,52,29,2023-07-15 14:57:28,2023-07-16 00:57:28,16
3670,FN3669,12,49,2023-12-12 19:01:36,2023-12-13 02:01:36,42
3671,FN3670,22,5,2023-08-19 06:24:45,2023-08-19 07:24:45,14
3672,FN3671,6,79,2023-06-28 08:58:07,2023-06-28 14:58:07,50
3673,FN3672,52,55,2023-08-04 01:19:43,2023-08-04 08:19:43,48
3674,FN3673,71,87,2023-12-13 07:23:47,2023-12-13 17:23:47,38
3675,FN3674,67,76,2023-10-21 19:36:16,2023-10-22 04:36:16,35
3676,FN3675,36,43,2023-12-10 19:31:28,2023-12-10 21:31:28,4
3677,FN3676,34,95,2023-07-22 13:11:20,2023-07-22 15:11:20,28
3678,FN3677,2,71,2024-05-01 07:45:22,2024-05-01 14:45:22,19
3679,FN3678,53,46,2023-12-29 21:41:32,2023-12-29 22:41:32,43
3680,FN3679,32,10,2023-11-08 10:32:27,2023-11-08 18:32:27,36
3681,FN3680,56,51,2024-05-31 05:34:27,2024-05-31 13:34:27,13
3682,FN3681,14,81,2024-01-22 22:10:19,2024-01-23 02:10:19,36
3683,FN3682,18,2,2024-01-23 08:43:12,2024-01-23 14:43:12,32
3684,FN3683,26,12,2023-10-07 00:39:37,2023-10-07 02:39:37,31
3685,FN3684,22,2,2023-07-13 20:46:38,2023-07-14 04:46:38,35
3686,FN3685,44,97,2023-07-18 07:30:43,2023-07-18 17:30:43,19
3687,FN3686,68,59,2024-03-21 03:29:59,2024-03-21 07:29:59,44
3688,FN3687,34,90,2023-11-08 17:28:09,2023-11-09 02:28:09,15
3689,FN3688,5,75,2024-03-02 10:28:01,2024-03-02 15:28:01,49
3690,FN3689,12,66,2023-10-25 08:46:05,2023-10-25 10:46:05,42
3691,FN3690,11,67,2023-12-03 04:39:38,2023-12-03 05:39:38,38
3692,FN3691,26,31,2023-10-18 08:34:48,2023-10-18 13:34:48,40
3693,FN3692,81,63,2023-08-01 11:31:50,2023-08-01 12:31:50,42
3694,FN3693,54,46,2024-06-10 20:15:43,2024-06-11 05:15:43,48
3695,FN3694,44,35,2023-07-27 09:32:41,2023-07-27 15:32:41,4
3696,FN3695,86,36,2023-09-08 19:06:41,2023-09-08 23:06:41,16
3697,FN3696,88,53,2023-11-14 11:46:29,2023-11-14 14:46:29,49
3698,FN3697,89,74,2023-12-20 14:25:14,2023-12-20 19:25:14,16
3699,FN3698,52,9,2024-01-18 21:33:28,2024-01-19 01:33:28,34
3700,FN3699,47,74,2023-07-22 13:23:36,2023-07-22 19:23:36,48
3701,FN3700,64,76,2024-04-20 00:53:56,2024-04-20 04:53:56,5
3702,FN3701,99,68,2024-02-04 06:41:43,2024-02-04 16:41:43,40
3703,FN3702,61,41,2023-07-22 14:03:55,2023-07-22 15:03:55,42
3704,FN3703,72,7,2023-12-03 16:19:29,2023-12-03 18:19:29,25
3705,FN3704,14,9,2024-04-16 03:48:46,2024-04-16 07:48:46,31
3706,FN3705,90,48,2024-01-23 12:25:53,2024-01-23 13:25:53,47
3707,FN3706,55,25,2024-01-30 11:43:52,2024-01-30 19:43:52,18
3708,FN3707,25,27,2024-01-05 11:55:36,2024-01-05 21:55:36,43
3709,FN3708,8,23,2024-06-13 22:11:23,2024-06-14 04:11:23,40
3710,FN3709,2,82,2023-09-26 14:20:10,2023-09-26 23:20:10,9
3711,FN3710,74,51,2023-10-26 12:36:13,2023-10-26 19:36:13,43
3712,FN3711,60,82,2024-04-15 11:58:27,2024-04-15 17:58:27,41
3713,FN3712,69,93,2023-09-20 01:07:30,2023-09-20 08:07:30,23
3714,FN3713,54,85,2023-12-30 19:30:47,2023-12-31 04:30:47,10
3715,FN3714,64,18,2023-08-12 13:58:02,2023-08-12 21:58:02,38
3716,FN3715,28,72,2024-05-19 14:34:47,2024-05-19 15:34:47,18
3717,FN3716,85,26,2023-08-22 03:15:15,2023-08-22 09:15:15,20
3718,FN3717,55,39,2024-02-27 18:33:26,2024-02-28 03:33:26,22
3719,FN3718,16,84,2023-07-21 01:20:48,2023-07-21 06:20:48,26
3720,FN3719,22,72,2023-09-23 13:00:21,2023-09-23 17:00:21,25
3721,FN3720,91,11,2024-02-04 22:16:51,2024-02-05 01:16:51,44
3722,FN3721,65,56,2023-07-19 02:33:24,2023-07-19 05:33:24,5
3723,FN3722,61,62,2024-03-11 20:06:51,2024-03-12 02:06:51,25
3724,FN3723,66,18,2024-01-12 10:41:45,2024-01-12 11:41:45,26
3725,FN3724,74,89,2024-06-02 13:07:16,2024-06-02 15:07:16,20
3726,FN3725,80,97,2023-07-15 10:02:57,2023-07-15 16:02:57,41
3727,FN3726,9,78,2024-01-18 10:54:04,2024-01-18 15:54:04,21
3728,FN3727,58,66,2024-06-16 08:59:45,2024-06-16 13:59:45,45
3729,FN3728,82,50,2024-05-12 08:35:05,2024-05-12 13:35:05,14
3730,FN3729,34,38,2023-10-16 06:29:14,2023-10-16 14:29:14,8
3731,FN3730,95,79,2023-11-06 21:57:10,2023-11-07 05:57:10,36
3732,FN3731,34,54,2024-03-07 05:18:57,2024-03-07 11:18:57,14
3733,FN3732,55,5,2024-06-16 23:43:50,2024-06-17 03:43:50,12
3734,FN3733,22,10,2024-01-19 18:59:04,2024-01-19 21:59:04,30
3735,FN3734,15,9,2024-05-31 22:37:33,2024-06-01 06:37:33,24
3736,FN3735,87,31,2023-07-08 04:36:23,2023-07-08 08:36:23,36
3737,FN3736,30,68,2023-12-25 18:38:15,2023-12-25 20:38:15,39
3738,FN3737,9,52,2024-03-06 14:17:10,2024-03-06 19:17:10,36
3739,FN3738,65,81,2023-12-28 10:06:13,2023-12-28 17:06:13,12
3740,FN3739,1,79,2023-12-31 11:19:33,2023-12-31 14:19:33,29
3741,FN3740,81,30,2023-12-03 01:25:44,2023-12-03 06:25:44,19
3742,FN3741,9,90,2024-03-07 16:13:03,2024-03-07 17:13:03,14
3743,FN3742,90,41,2023-06-30 21:07:32,2023-07-01 01:07:32,28
3744,FN3743,71,74,2023-10-30 21:15:26,2023-10-31 05:15:26,4
3745,FN3744,83,82,2024-06-13 12:36:00,2024-06-13 15:36:00,28
3746,FN3745,97,75,2023-08-31 22:01:41,2023-09-01 06:01:41,9
3747,FN3746,23,73,2023-09-20 19:01:49,2023-09-21 03:01:49,28
3748,FN3747,38,7,2023-07-09 22:03:41,2023-07-10 06:03:41,50
3749,FN3748,52,94,2023-08-04 08:06:54,2023-08-04 16:06:54,32
3750,FN3749,42,27,2024-06-08 10:25:44,2024-06-08 20:25:44,44
3751,FN3750,60,42,2024-06-05 08:20:15,2024-06-05 17:20:15,4
3752,FN3751,78,37,2024-04-26 21:58:16,2024-04-27 07:58:16,7
3753,FN3752,34,52,2024-06-12 15:09:12,2024-06-12 19:09:12,19
3754,FN3753,74,11,2023-08-22 11:00:04,2023-08-22 14:00:04,5
3755,FN3754,82,40,2023-11-13 08:06:13,2023-11-13 11:06:13,31
3756,FN3755,62,35,2023-07-10 11:34:34,2023-07-10 20:34:34,34
3757,FN3756,77,99,2023-10-14 02:39:18,2023-10-14 03:39:18,20
3758,FN3757,86,63,2023-12-16 12:14:40,2023-12-16 16:14:40,1
3759,FN3758,46,40,2024-03-13 04:18:02,2024-03-13 08:18:02,3
3760,FN3759,5,70,2024-03-22 01:39:20,2024-03-22 02:39:20,33
3761,FN3760,42,60,2023-09-18 13:02:43,2023-09-18 20:02:43,44
3762,FN3761,72,1,2024-06-07 18:42:41,2024-06-08 01:42:41,43
3763,FN3762,9,15,2023-06-30 16:03:16,2023-06-30 19:03:16,14
3764,FN3763,35,98,2024-02-01 18:26:09,2024-02-02 02:26:09,8
3765,FN3764,38,6,2023-12-26 10:11:28,2023-12-26 14:11:28,20
3766,FN3765,36,7,2024-03-11 18:33:44,2024-03-12 01:33:44,34
3767,FN3766,70,69,2024-03-06 15:33:30,2024-03-07 00:33:30,4
3768,FN3767,2,94,2023-12-06 21:31:53,2023-12-07 04:31:53,49
3769,FN3768,73,22,2023-11-09 18:50:10,2023-11-09 23:50:10,50
3770,FN3769,99,58,2023-12-21 18:25:50,2023-12-22 04:25:50,12
3771,FN3770,81,24,2023-08-01 10:25:55,2023-08-01 20:25:55,14
3772,FN3771,52,21,2023-08-08 18:29:40,2023-08-09 03:29:40,6
3773,FN3772,42,43,2024-02-07 13:41:25,2024-02-07 14:41:25,24
3774,FN3773,65,22,2023-07-17 12:14:47,2023-07-17 19:14:47,38
3775,FN3774,75,28,2024-06-04 08:20:15,2024-06-04 15:20:15,27
3776,FN3775,51,46,2024-06-14 23:15:44,2024-06-15 04:15:44,18
3777,FN3776,67,31,2024-06-04 19:54:40,2024-06-05 05:54:40,32
3778,FN3777,50,49,2024-03-25 03:12:00,2024-03-25 07:12:00,31
3779,FN3778,95,34,2023-12-20 22:52:49,2023-12-21 02:52:49,44
3780,FN3779,52,46,2023-12-18 08:37:09,2023-12-18 18:37:09,21
3781,FN3780,26,54,2024-04-20 07:41:09,2024-04-20 10:41:09,35
3782,FN3781,1,19,2023-09-15 04:15:58,2023-09-15 10:15:58,33
3783,FN3782,74,56,2023-09-22 10:15:10,2023-09-22 20:15:10,48
3784,FN3783,44,10,2024-01-22 00:21:45,2024-01-22 08:21:45,48
3785,FN3784,37,32,2024-01-31 22:05:49,2024-02-01 01:05:49,50
3786,FN3785,89,39,2023-07-31 23:38:00,2023-08-01 08:38:00,28
3787,FN3786,33,53,2023-07-24 10:27:42,2023-07-24 13:27:42,18
3788,FN3787,54,5,2024-01-23 19:17:12,2024-01-24 04:17:12,14
3789,FN3788,84,51,2023-07-31 19:18:20,2023-07-31 22:18:20,43
3790,FN3789,20,27,2024-04-13 04:15:37,2024-04-13 13:15:37,7
3791,FN3790,8,6,2024-04-25 09:03:14,2024-04-25 11:03:14,43
3792,FN3791,35,75,2024-01-20 07:52:41,2024-01-20 14:52:41,48
3793,FN3792,58,83,2024-06-11 09:22:51,2024-06-11 17:22:51,18
3794,FN3793,68,26,2024-02-22 06:38:48,2024-02-22 16:38:48,45
3795,FN3794,54,17,2024-01-03 21:43:22,2024-01-04 06:43:22,6
3796,FN3795,30,52,2024-04-08 12:50:07,2024-04-08 17:50:07,34
3797,FN3796,8,96,2024-03-15 08:47:59,2024-03-15 12:47:59,45
3798,FN3797,78,53,2024-01-14 01:41:28,2024-01-14 05:41:28,31
3799,FN3798,93,23,2024-05-31 13:31:01,2024-05-31 20:31:01,17
3800,FN3799,33,44,2024-02-28 00:16:05,2024-02-28 08:16:05,46
3801,FN3800,15,9,2024-01-26 19:51:09,2024-01-26 20:51:09,4
3802,FN3801,36,91,2023-08-04 08:00:29,2023-08-04 13:00:29,41
3803,FN3802,41,58,2023-12-08 19:47:09,2023-12-09 05:47:09,24
3804,FN3803,86,75,2024-03-16 04:42:02,2024-03-16 08:42:02,14
3805,FN3804,55,14,2023-11-17 08:24:58,2023-11-17 09:24:58,2
3806,FN3805,71,29,2023-07-14 21:58:16,2023-07-15 06:58:16,9
3807,FN3806,9,98,2024-04-17 04:56:22,2024-04-17 09:56:22,45
3808,FN3807,45,41,2023-10-21 09:56:57,2023-10-21 19:56:57,7
3809,FN3808,74,87,2023-09-06 17:14:57,2023-09-06 21:14:57,24
3810,FN3809,62,74,2023-12-30 20:36:53,2023-12-31 04:36:53,39
3811,FN3810,36,91,2023-08-28 08:53:05,2023-08-28 15:53:05,1
3812,FN3811,88,53,2023-12-22 05:05:01,2023-12-22 10:05:01,7
3813,FN3812,95,42,2024-04-08 22:44:34,2024-04-09 06:44:34,31
3814,FN3813,72,40,2023-07-15 15:34:02,2023-07-15 20:34:02,3
3815,FN3814,9,7,2024-05-01 04:43:57,2024-05-01 14:43:57,47
3816,FN3815,63,11,2023-08-26 04:31:30,2023-08-26 11:31:30,47
3817,FN3816,90,40,2023-08-05 05:30:02,2023-08-05 14:30:02,5
3818,FN3817,42,12,2023-10-27 13:01:13,2023-10-27 16:01:13,22
3819,FN3818,57,97,2024-02-29 07:19:03,2024-02-29 15:19:03,44
3820,FN3819,55,14,2024-02-04 08:01:35,2024-02-04 13:01:35,15
3821,FN3820,99,94,2023-08-23 17:55:54,2023-08-23 20:55:54,27
3822,FN3821,99,29,2024-04-14 14:25:37,2024-04-14 18:25:37,15
3823,FN3822,79,28,2024-02-07 09:38:41,2024-02-07 18:38:41,32
3824,FN3823,10,79,2024-06-14 22:43:38,2024-06-15 00:43:38,1
3825,FN3824,32,20,2024-05-17 19:03:18,2024-05-18 03:03:18,9
3826,FN3825,44,99,2023-09-26 00:03:44,2023-09-26 07:03:44,13
3827,FN3826,90,28,2024-02-06 23:23:30,2024-02-07 02:23:30,36
3828,FN3827,1,76,2023-09-02 14:50:03,2023-09-02 18:50:03,40
3829,FN3828,63,65,2024-01-10 11:30:49,2024-01-10 18:30:49,2
3830,FN3829,46,47,2024-03-20 00:41:13,2024-03-20 04:41:13,34
3831,FN3830,63,33,2024-03-08 15:46:13,2024-03-09 01:46:13,39
3832,FN3831,97,89,2024-02-19 14:56:40,2024-02-19 16:56:40,42
3833,FN3832,28,73,2023-11-23 16:49:19,2023-11-24 00:49:19,13
3834,FN3833,64,67,2024-05-23 03:03:59,2024-05-23 06:03:59,4
3835,FN3834,50,21,2023-10-21 06:00:15,2023-10-21 15:00:15,7
3836,FN3835,49,1,2023-11-03 08:15:37,2023-11-03 12:15:37,7
3837,FN3836,89,9,2024-01-24 22:32:14,2024-01-25 05:32:14,44
3838,FN3837,91,93,2024-04-24 20:21:50,2024-04-24 22:21:50,4
